Anonymous Customer ID,Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
450,1,0,6,1,1308,11,0,2,3,1,1,1,39.24
451,12,0,38,2,4970,81,26,32,3,1,1,0,156.9
452,4,0,39,0,918,15,28,19,3,1,2,0,35.94
453,14,0,37,2,3053,70,380,39,3,1,1,0,205.59
454,14,0,38,2,4798,76,22,50,1,1,1,0,301.08
455,7,0,38,2,2993,68,23,48,2,1,1,0,145.035
456,15,0,38,3,4375,92,53,43,3,1,1,0,147.15
457,8,0,38,2,2960,49,306,33,3,1,1,0,180.6
458,17,0,37,4,9715,131,165,58,3,2,1,0,340.95
459,11,0,38,2,14373,179,21,59,3,1,1,0,437.49
460,11,0,38,3,5115,93,23,40,3,1,1,0,160.35
461,10,0,38,2,6518,105,28,27,3,1,1,0,203.94
462,13,0,38,0,2838,64,29,32,3,1,2,0,93.84
463,29,0,38,5,15740,235,75,47,3,1,1,0,494.7
464,8,0,38,3,3695,37,504,23,3,1,1,0,262.05
465,13,0,37,2,16085,192,171,45,2,1,1,0,800.775
466,7,0,37,3,7100,96,207,41,3,1,1,0,275.1
467,4,0,37,0,1475,24,21,26,2,1,2,0,75.825
468,6,0,38,0,1310,24,34,23,3,1,2,0,49.5
469,4,0,37,0,600,10,21,15,2,1,2,1,36.45
470,7,0,37,2,8108,137,405,58,3,1,1,0,364.74
471,11,0,37,3,12065,164,32,62,4,1,1,0,185.775
472,12,0,37,3,7318,85,129,52,2,1,1,0,387.36
473,27,1,33,0,1555,57,37,32,3,1,2,1,57.75
474,25,0,36,10,11035,103,22,57,5,2,1,0,56.275
475,17,0,36,3,6418,108,47,39,2,1,1,0,309.96
476,5,0,34,2,3440,32,21,29,3,1,1,0,109.5
477,13,1,35,0,3590,51,30,31,3,1,2,1,116.7
478,13,1,36,0,2868,54,55,46,3,1,2,1,102.54
479,4,0,36,0,733,12,21,17,3,1,2,1,28.29
480,5,0,36,2,2268,35,21,21,4,1,1,0,37.17
481,7,0,33,3,7385,107,35,37,5,1,1,0,38.675
482,4,0,36,0,1228,17,30,19,4,1,2,1,22.92
483,4,0,36,3,938,14,25,17,5,1,1,0,5.94
484,29,0,31,5,16675,248,21,95,2,1,1,0,759.825
485,10,0,34,5,7565,126,292,48,2,2,1,0,471.825
486,6,0,36,2,4318,92,23,43,3,1,1,0,136.44
487,7,1,35,0,2265,54,59,35,3,1,2,1,85.65
488,10,0,36,2,3380,63,196,38,2,1,1,0,240.3
489,8,0,27,3,1915,46,214,26,2,2,1,0,182.475
490,8,0,26,2,2168,49,51,83,4,1,1,0,40.17
491,15,0,27,0,1300,35,31,22,3,1,2,0,48.3
492,4,0,26,0,1425,20,42,18,4,1,2,0,27.675
493,14,0,25,2,1825,42,40,28,2,1,1,0,100.125
494,6,0,25,2,3825,71,29,38,3,1,1,0,123.45
495,6,0,18,2,2295,36,49,29,2,1,1,0,125.325
496,20,0,17,3,6993,151,106,57,2,2,1,0,362.385
497,16,0,15,2,9533,181,94,55,5,1,1,0,52.365
498,12,0,16,5,3453,55,52,34,3,1,1,0,119.19
499,6,0,9,3,4990,50,236,25,3,1,1,0,220.5
500,7,1,9,3,2088,29,21,22,3,1,1,1,68.94
501,4,0,38,0,3770,61,0,2,2,1,1,0,169.65
502,0,0,39,0,0,0,0,0,2,1,2,0,0
503,6,0,37,0,1853,50,338,9,2,1,1,0,235.485
504,6,0,38,0,3598,56,0,20,1,1,1,0,215.88
505,0,0,38,0,1793,48,0,18,1,1,1,0,107.58
506,7,0,38,0,3175,72,11,13,3,1,1,0,98.55
507,0,0,38,0,1760,29,264,3,3,1,1,0,132
508,9,0,37,0,8515,111,123,28,3,1,1,0,292.35
509,3,0,38,0,13173,159,0,29,3,1,1,0,395.19
510,3,0,38,0,3915,73,0,10,3,1,1,0,117.45
511,2,0,38,0,5318,85,0,15,2,1,1,0,239.31
512,5,0,38,0,1638,44,0,2,3,1,2,0,49.14
513,21,0,38,1,14540,215,33,17,3,1,1,0,446.1
514,0,0,38,0,2495,17,462,7,3,1,1,0,213.45
515,5,0,37,0,14885,172,129,15,2,1,1,0,727.875
516,0,0,37,0,5900,76,165,11,3,1,1,0,226.5
517,0,0,37,0,275,4,0,1,2,1,2,0,12.375
518,0,0,38,0,110,4,0,1,2,1,2,0,4.95
519,0,0,37,0,0,0,0,0,2,1,2,1,0
520,0,0,37,0,6908,117,363,28,2,1,1,0,474.21
521,3,0,37,0,10865,144,0,32,3,1,1,0,325.95
522,4,0,37,0,6118,65,87,22,2,1,1,0,314.46
523,19,0,33,0,355,37,0,2,2,1,2,1,15.975
524,17,0,36,6,9835,83,0,27,4,1,1,0,147.525
525,9,1,36,0,5218,88,5,9,2,1,1,1,237.06
526,0,0,34,0,2240,12,0,4,3,1,1,0,67.2
527,5,0,35,0,2390,31,0,1,3,1,2,1,71.7
528,5,0,36,0,1668,34,13,16,3,1,2,1,53.94
529,0,0,36,0,0,0,0,0,3,1,2,1,0
530,0,0,36,0,1068,15,0,3,3,1,1,0,32.04
531,0,0,33,0,6185,87,0,7,4,1,1,0,92.775
532,0,0,36,0,0,0,0,0,4,1,2,1,0
533,0,0,36,0,0,0,0,0,5,1,1,0,0
534,21,0,31,1,15475,228,0,65,2,1,1,0,696.375
535,2,0,34,1,6365,106,250,18,2,2,1,0,398.925
536,0,0,36,0,3118,72,0,13,2,1,1,0,140.31
537,0,0,35,0,1065,34,17,5,3,1,2,0,37.05
538,2,0,36,0,2180,43,154,8,2,1,1,0,167.4
539,0,0,27,0,715,26,172,1,2,2,1,0,109.575
540,0,0,26,0,968,29,9,53,4,1,1,0,15.87
541,7,0,27,0,100,15,0,3,2,1,2,0,4.5
542,0,0,26,0,0,0,0,0,4,1,2,0,0
543,6,0,25,0,625,22,0,2,2,1,1,0,28.125
544,0,0,25,0,2625,51,0,8,3,1,1,0,78.75
545,0,0,18,0,1095,16,7,6,2,1,1,0,52.425
546,12,0,17,0,5793,131,64,27,1,2,1,0,385.98
547,8,0,15,0,8333,161,52,25,4,1,1,0,132.795
548,4,0,16,1,2253,35,10,4,3,1,1,0,70.59
549,0,0,9,0,3790,30,194,23,3,1,1,0,171.9
550,0,1,9,0,888,9,0,3,3,1,1,1,26.64
551,8,0,39,1,4485,77,37,21,3,1,1,0,145.65
552,0,0,40,0,433,11,39,8,3,1,2,0,24.69
553,10,0,38,1,2568,66,391,28,3,1,1,0,194.34
554,10,0,39,1,4313,72,33,39,1,1,1,0,278.58
555,3,0,39,1,2508,64,34,37,2,1,1,0,128.16
556,11,0,39,2,3890,88,64,32,3,1,1,0,135.9
557,4,0,39,1,2475,45,317,22,4,1,1,0,84.675
558,13,0,38,3,9230,127,176,47,3,1,1,0,329.7
559,7,0,39,1,13888,175,32,48,3,1,1,0,426.24
560,7,0,39,2,4630,89,34,29,3,1,1,0,149.1
561,6,0,39,1,6033,101,39,16,3,1,1,0,192.69
562,9,1,39,0,2353,60,40,21,3,1,2,0,82.59
563,25,0,39,4,15255,231,86,36,3,1,1,0,483.45
564,4,0,39,2,3210,33,515,12,4,1,1,0,125.4
565,9,0,38,1,15600,188,182,34,2,1,1,0,783.9
566,3,0,38,2,6615,92,218,30,3,1,1,0,263.85
567,0,0,38,0,990,20,32,15,2,1,2,0,58.95
568,2,0,39,0,825,20,45,12,3,1,2,0,38.25
569,0,0,38,0,115,6,32,4,2,1,2,1,19.575
570,3,0,38,1,7623,133,416,47,3,1,1,0,353.49
571,7,0,38,2,11580,160,43,51,4,1,1,0,180.15
572,8,0,38,2,6833,81,140,41,2,1,1,0,370.485
573,23,1,34,0,1070,53,48,21,3,1,2,1,46.5
574,21,0,37,9,10550,99,33,46,5,1,1,0,54.4
575,13,0,37,2,5933,104,58,28,3,1,1,0,195.39
576,1,0,35,1,2955,28,32,18,3,1,1,0,98.25
577,9,1,36,0,3105,47,41,20,3,1,2,1,105.45
578,9,0,37,0,2383,50,66,35,4,1,2,1,45.645
579,0,0,37,0,248,8,32,6,3,1,2,1,17.04
580,1,0,37,1,1783,31,32,10,4,1,1,0,31.545
581,3,0,34,2,6900,103,46,26,5,1,1,0,36.8
582,0,0,37,0,743,13,41,8,4,1,2,1,17.295
583,0,0,37,2,453,10,36,6,5,1,1,0,4.065
584,25,0,32,4,16190,244,32,84,2,2,1,0,742.95
585,6,0,35,4,7080,122,303,37,3,2,1,0,303.3
586,2,0,37,1,3833,88,34,32,3,1,1,0,125.19
587,3,0,36,0,1780,50,70,24,4,1,2,0,37.2
588,6,0,37,1,2895,59,207,27,2,1,1,0,223.425
589,4,0,28,2,1430,42,225,15,3,2,1,0,110.4
590,4,0,27,1,1683,45,62,72,5,1,1,0,11.515
591,11,0,28,0,815,31,42,11,3,1,2,0,37.05
592,0,0,27,0,940,16,53,7,4,1,2,0,22.05
593,10,0,26,1,1340,38,51,17,2,1,1,0,83.25
594,2,0,26,1,3340,67,40,27,3,1,1,0,112.2
595,2,0,19,1,1810,32,60,18,3,1,1,0,72.3
596,16,0,18,2,6508,147,117,46,2,2,1,0,345.51
597,12,0,16,1,9048,177,105,44,5,1,1,0,50.49
598,8,0,17,4,2968,51,63,23,3,2,1,0,107.94
599,2,0,10,2,4505,46,247,14,3,1,1,0,209.25
600,3,0,10,2,1603,25,32,11,3,1,1,1,57.69
601,8,0,37,0,4255,65,0,13,2,1,1,0,191.475
602,0,0,38,0,0,0,0,0,2,1,2,0,0
603,10,0,36,0,2338,54,327,20,2,1,1,0,252.36
604,10,0,37,0,4083,60,0,31,1,1,1,0,244.98
605,3,0,37,0,2278,52,0,29,1,1,1,0,136.68
606,11,0,37,0,3660,76,0,24,2,1,1,0,164.7
607,4,0,37,0,2245,33,253,14,3,1,1,0,143.25
608,13,0,36,1,9000,115,112,39,3,1,1,0,303.6
609,7,0,37,0,13658,163,0,40,3,1,1,0,409.74
610,7,0,37,0,4400,77,0,21,3,1,1,0,132
611,6,0,37,0,5803,89,0,8,2,1,1,0,261.135
612,9,0,37,0,2123,48,0,13,3,1,2,0,63.69
613,25,0,37,2,15025,219,22,28,3,1,1,0,457.35
614,4,0,37,0,2980,21,451,4,3,1,1,0,224.7
615,9,0,36,0,15370,176,118,26,2,1,1,0,744.75
616,3,0,36,0,6385,80,154,22,3,1,1,0,237.75
617,0,0,36,0,760,8,0,7,2,1,2,0,34.2
618,2,0,37,0,595,8,0,4,2,1,2,0,26.775
619,0,1,36,0,0,0,0,0,2,1,2,1,0
620,3,0,36,0,7393,121,352,39,2,1,1,0,491.085
621,7,0,36,0,11350,148,0,43,3,1,1,0,340.5
622,8,0,36,0,6603,69,76,33,2,1,1,0,331.335
623,23,0,32,0,840,41,0,13,2,1,2,1,37.8
624,21,0,35,7,10320,87,0,38,4,2,1,0,154.8
625,13,1,35,0,5703,92,0,20,2,1,1,1,256.635
626,1,0,33,0,2725,16,0,10,3,1,1,0,81.75
627,9,1,34,0,2875,35,0,12,2,1,2,1,129.375
628,9,0,35,0,2153,38,2,27,3,1,2,1,65.19
629,0,0,35,0,0,0,0,0,2,1,2,1,0
630,1,0,35,0,1553,19,0,2,3,1,1,0,46.59
631,3,0,32,0,6670,91,0,18,4,1,1,0,100.05
632,0,0,35,0,513,1,0,3,4,1,2,1,7.695
633,0,0,35,0,0,0,0,0,4,1,1,0,0
634,25,0,30,2,15960,232,0,76,2,1,1,0,718.2
635,6,0,33,2,6850,110,239,29,2,2,1,0,415.8
636,2,0,35,0,3603,76,0,24,2,1,1,0,162.135
637,3,0,34,0,1550,38,6,16,3,1,2,0,48.3
638,6,0,35,0,2665,47,143,19,2,1,1,0,184.275
639,4,0,26,0,1200,30,161,7,2,2,1,0,126.45
640,4,0,25,0,1453,33,0,64,4,1,1,0,21.795
641,11,0,26,0,585,19,0,3,2,1,2,0,26.325
642,0,0,25,0,710,4,0,1,4,1,2,0,10.65
643,10,0,24,0,1110,26,0,9,2,1,1,0,49.95
644,2,0,24,0,3110,55,0,19,3,1,1,0,93.3
645,2,0,17,0,1580,20,0,10,2,1,1,0,71.1
646,16,0,16,0,6278,135,53,38,1,2,1,0,408.48
647,12,0,14,0,8818,165,41,36,4,1,1,0,138.42
648,8,0,15,2,2738,39,0,15,3,1,1,0,82.14
649,2,0,8,0,4275,34,183,6,3,1,1,0,183.15
650,3,1,8,0,1373,13,0,3,2,1,1,1,61.785
651,10,0,38,0,4560,72,14,20,3,1,1,0,141
652,2,0,39,0,508,6,16,7,2,1,2,0,30.06
653,12,0,37,0,2643,61,368,27,3,1,1,0,189.69
654,12,0,38,0,4388,67,10,38,1,1,1,0,269.28
655,5,0,38,0,2583,59,11,36,1,1,1,0,161.58
656,13,0,38,1,3965,83,41,31,3,1,1,0,131.25
657,6,0,38,0,2550,40,294,21,3,1,1,0,164.7
658,15,0,37,2,9305,122,153,46,3,1,1,0,325.05
659,9,0,38,0,13963,170,9,47,3,1,1,0,421.59
660,9,0,38,1,4705,84,11,28,3,1,1,0,144.45
661,8,0,38,0,6108,96,16,15,3,1,1,0,188.04
662,11,1,38,0,2428,55,17,20,3,1,2,0,77.94
663,27,0,38,3,15330,226,63,35,3,1,1,0,478.8
664,6,0,38,1,3285,28,492,11,3,1,1,0,246.15
665,11,0,37,0,15675,183,159,33,2,1,1,0,776.925
666,5,0,37,1,6690,87,195,29,3,1,1,0,259.2
667,2,0,37,0,1065,15,9,14,2,1,2,0,51.975
668,4,0,38,0,900,15,22,11,3,1,2,0,33.6
669,2,0,37,0,190,1,9,3,2,1,2,1,12.6
670,5,0,37,0,7698,128,393,46,2,1,1,0,523.26
671,9,0,37,1,11655,155,20,50,4,1,1,0,177.825
672,10,0,37,1,6908,76,117,40,2,1,1,0,363.51
673,25,1,33,0,1145,48,25,20,2,1,2,1,62.775
674,23,0,36,8,10625,94,10,45,5,1,1,0,53.625
675,15,0,36,1,6008,99,35,27,2,1,1,1,286.11
676,3,0,34,0,3030,23,9,17,3,1,1,0,93.6
677,11,1,35,0,3180,42,18,19,3,1,2,1,100.8
678,11,1,36,0,2458,45,43,34,3,1,2,1,86.64
679,2,0,36,0,323,3,9,5,3,1,2,1,12.39
680,3,0,36,0,1858,26,9,9,3,1,1,0,58.44
681,5,0,33,1,6975,98,23,25,5,1,1,0,36.025
682,2,0,36,0,818,8,18,7,4,1,2,1,14.97
683,2,0,36,1,528,5,13,5,5,1,1,0,3.29
684,27,0,31,3,16265,239,9,83,2,1,1,0,735.975
685,8,0,34,3,7155,117,280,36,2,2,1,0,447.975
686,4,0,36,0,3908,83,11,31,2,1,1,0,180.81
687,5,0,35,0,1855,45,47,23,3,1,2,0,69.75
688,8,0,36,0,2970,54,184,26,2,1,1,0,216.45
689,6,1,27,1,1505,37,202,14,2,2,1,1,158.625
690,6,0,26,0,1758,40,39,71,4,1,1,0,32.22
691,13,0,27,0,890,26,19,10,2,1,2,0,48.6
692,2,0,26,0,1015,11,30,6,4,1,2,0,19.725
693,12,0,25,0,1415,33,28,16,2,1,1,0,76.275
694,4,0,25,0,3415,62,17,26,3,1,1,0,107.55
695,4,0,18,0,1885,27,37,17,2,1,1,0,101.475
696,18,0,17,1,6582,142,94,45,2,2,1,0,338.49
697,14,0,15,0,9122,172,82,43,4,1,1,0,149.13
698,10,0,16,3,3042,46,40,22,3,1,1,0,103.26
699,4,0,9,1,4580,41,224,13,3,1,1,0,204.6
700,5,0,9,1,1677,20,9,10,3,1,1,1,53.01
701,6,0,38,0,4180,70,0,14,3,1,1,0,125.4
702,0,0,39,0,128,4,0,1,2,1,2,0,5.76
703,8,0,37,0,2263,59,350,21,3,1,1,0,172.89
704,8,0,38,0,4008,65,0,32,1,1,1,0,240.48
705,1,0,38,0,2203,57,0,30,1,1,1,0,132.18
706,9,0,38,1,3585,81,23,25,3,1,1,0,114.45
707,2,0,38,0,2170,38,276,15,3,1,1,0,147.9
708,11,0,37,2,8925,120,135,40,3,1,1,0,308.25
709,5,0,38,0,13583,168,0,41,3,1,1,0,407.49
710,5,0,38,1,4325,82,0,22,3,1,1,0,129.75
711,4,0,38,0,5728,94,0,9,3,1,1,0,171.84
712,7,0,38,0,2048,53,0,14,3,1,2,0,61.44
713,23,0,38,3,14950,224,45,29,3,1,1,0,462
714,2,0,38,1,2905,26,474,5,3,1,1,0,229.35
715,7,0,37,0,15295,181,141,27,2,1,1,0,751.725
716,1,0,37,1,6310,85,177,23,3,1,1,0,242.4
717,0,0,37,0,685,13,0,8,2,1,2,0,30.825
718,0,0,38,0,520,13,4,5,3,1,2,0,16.8
719,0,0,37,0,0,0,0,0,2,1,2,1,0
720,1,0,37,0,7318,126,375,40,2,1,1,0,498.06
721,5,0,37,1,11275,153,2,44,4,1,1,0,169.425
722,6,0,37,1,6528,74,99,34,2,1,1,0,338.31
723,21,0,33,0,765,46,7,14,2,1,2,1,37.575
724,19,0,36,8,10245,92,0,39,5,2,1,0,51.225
725,11,0,36,1,5628,97,17,21,2,1,1,1,260.91
726,0,0,34,0,2650,21,0,11,3,1,1,0,79.5
727,7,1,35,0,2800,40,0,13,3,1,2,1,84
728,7,0,36,0,2078,43,25,28,3,1,2,1,69.84
729,0,0,36,0,0,0,0,0,3,1,2,1,0
730,0,0,36,0,1478,24,0,3,3,1,1,0,44.34
731,1,0,33,1,6595,96,5,19,5,1,1,0,33.225
732,0,0,36,0,438,6,0,1,4,1,2,1,6.57
733,0,0,36,1,0,0,0,0,5,1,1,0,0
734,23,0,31,3,15885,237,0,77,2,1,1,0,714.825
735,4,0,34,3,6775,115,262,30,2,2,1,0,422.775
736,0,0,36,0,3528,81,0,25,2,1,1,0,158.76
737,1,0,35,0,1475,43,29,17,3,1,2,0,52.95
738,4,0,36,0,2590,52,166,20,2,1,1,0,191.25
739,2,0,27,1,1125,35,184,8,2,2,1,0,133.425
740,2,0,26,0,1378,38,21,65,4,1,1,0,23.82
741,9,0,27,0,510,24,1,4,2,1,2,0,23.4
742,0,0,26,0,635,9,12,1,4,1,2,0,11.325
743,8,0,25,0,1035,31,10,10,2,1,1,0,51.075
744,0,0,25,0,3035,60,0,20,3,1,1,0,91.05
745,0,0,18,0,1505,25,19,11,2,1,1,0,76.275
746,14,0,17,1,6202,140,76,39,2,2,1,0,313.29
747,10,0,15,0,8742,170,64,37,4,1,1,0,140.73
748,6,0,16,3,2662,44,22,16,3,1,1,0,86.46
749,0,0,9,1,4200,39,206,7,3,1,1,0,187.8
750,1,0,9,1,1297,18,0,4,3,1,1,1,38.91
751,6,0,33,0,4370,65,0,16,2,1,1,0,196.65
752,0,0,34,0,318,4,0,3,2,1,2,0,14.31
753,8,0,32,0,2453,54,351,23,2,1,1,0,268.335
754,8,0,33,0,4198,60,0,34,1,1,1,0,251.88
755,1,0,33,0,2393,52,0,32,1,1,1,0,143.58
756,9,0,33,0,3775,76,24,27,2,1,1,0,180.675
757,2,0,33,0,2360,33,277,17,3,1,1,0,153.9
758,11,0,32,1,9115,115,136,42,3,1,1,0,314.25
759,5,0,33,0,13773,163,0,43,3,1,1,0,413.19
760,5,0,33,0,4515,77,0,24,3,1,1,0,135.45
761,4,0,33,0,5918,89,0,11,2,1,1,0,266.31
762,7,1,33,0,2238,48,0,16,3,1,2,0,67.14
763,23,0,33,2,15140,219,46,31,3,1,1,0,468
764,2,0,33,0,3095,21,475,7,3,1,1,0,235.35
765,7,0,32,0,15485,176,142,29,2,1,1,0,760.725
766,1,0,32,0,6500,80,178,25,3,1,1,0,248.4
767,0,0,32,0,875,8,0,10,2,1,2,0,39.375
768,0,0,33,0,710,8,5,7,2,1,2,0,34.2
769,0,0,32,0,0,0,0,0,2,1,2,1,0
770,1,0,32,0,7508,121,376,42,2,1,1,0,507.06
771,5,0,32,0,11465,148,3,46,3,1,1,0,344.85
772,6,0,32,0,6718,69,100,36,2,1,1,0,347.31
773,21,1,28,0,955,41,8,16,2,1,2,1,46.575
774,19,0,31,7,10435,87,0,41,4,1,1,0,156.525
775,11,0,31,0,5818,92,18,23,2,1,1,1,269.91
776,0,0,29,0,2840,16,0,13,3,1,1,0,85.2
777,7,1,30,0,2990,35,1,15,2,1,2,1,135
778,7,1,31,0,2268,38,26,30,3,1,2,1,75.84
779,0,1,31,0,0,0,0,0,2,1,2,1,0
780,0,0,31,0,1668,19,0,5,3,1,1,0,50.04
781,1,0,28,0,6785,91,6,21,4,1,1,0,102.675
782,0,0,31,0,628,1,1,3,4,1,2,1,9.57
783,0,0,31,0,338,5,0,1,4,1,1,0,5.07
784,23,0,26,2,16075,232,0,79,2,1,1,0,723.375
785,4,0,29,2,6965,110,263,32,2,2,1,0,431.775
786,0,0,31,0,3718,76,0,27,2,1,1,0,167.31
787,1,0,30,0,1665,38,30,19,3,1,2,0,58.95
788,4,0,31,0,2780,47,167,22,2,1,1,0,200.25
789,2,0,22,0,1315,30,185,10,2,2,1,0,142.425
790,2,0,21,0,1568,33,22,67,4,1,1,0,26.82
791,9,0,22,0,700,19,2,6,2,1,2,0,32.4
792,0,0,21,0,825,4,13,2,4,1,2,0,14.325
793,8,0,20,0,1225,26,11,12,2,1,1,0,60.075
794,0,0,20,0,3225,55,0,22,3,1,1,0,96.75
795,0,0,13,0,1695,20,20,13,2,1,1,0,85.275
796,14,0,12,0,6392,135,77,41,1,2,1,0,429.72
797,10,0,10,0,8932,165,65,39,4,1,1,0,143.73
798,6,0,11,2,2852,39,23,18,3,1,1,0,92.46
799,0,0,4,0,4390,34,207,9,3,1,1,0,193.8
800,1,0,4,0,1487,13,0,6,2,1,1,1,66.915
801,10,0,43,1,4370,77,13,18,3,1,1,0,135
802,2,0,44,0,318,11,15,5,3,1,2,0,14.04
803,12,0,42,1,2453,66,367,25,3,1,1,0,183.69
804,12,0,43,1,4198,72,9,36,1,1,1,0,257.28
805,5,0,43,1,2393,64,10,34,2,1,1,0,112.185
806,13,0,43,2,3775,88,40,29,3,1,1,0,125.25
807,6,0,43,1,2360,45,293,19,4,1,1,0,79.35
808,15,0,42,3,9115,127,152,44,3,1,1,0,319.05
809,9,0,43,1,13773,175,8,45,3,1,1,0,415.59
810,9,0,43,2,4515,89,10,26,3,1,1,0,138.45
811,8,0,43,1,5918,101,15,13,3,1,1,0,182.04
812,11,1,43,0,2238,60,16,18,3,1,2,0,71.94
813,27,0,43,4,15140,231,62,33,3,1,1,0,472.8
814,6,0,43,2,3095,33,491,9,4,1,1,0,120.075
815,11,0,42,1,15485,188,158,31,2,1,1,0,767.925
816,5,0,42,2,6500,92,194,27,3,1,1,0,253.2
817,2,0,42,0,875,20,8,12,2,1,2,0,42.975
818,4,0,43,0,710,20,21,9,3,1,2,0,27.6
819,0,0,42,0,0,0,8,0,2,1,2,1,3.6
820,5,0,42,1,7508,133,392,44,3,1,1,0,342.84
821,9,0,42,2,11465,160,19,48,4,1,1,0,174.825
822,10,0,42,2,6718,81,116,38,2,1,1,0,354.51
823,25,1,38,0,955,53,24,18,3,1,2,1,35.85
824,23,0,41,9,10435,99,9,43,5,2,1,0,52.625
825,15,0,41,2,5818,104,34,25,3,1,1,0,184.74
826,3,0,39,1,2840,28,8,15,3,1,1,0,87.6
827,11,0,40,0,2990,47,17,17,3,1,2,1,94.8
828,11,1,41,0,2268,50,42,32,4,1,2,1,40.32
829,2,0,41,0,133,8,8,3,3,1,2,1,6.39
830,3,0,41,1,1668,31,8,7,4,1,1,0,26.22
831,5,0,38,2,6785,103,22,23,5,1,1,0,35.025
832,2,0,41,0,628,13,17,5,4,1,2,1,11.97
833,2,0,41,2,338,10,12,3,5,1,1,0,2.29
834,27,0,36,4,16075,244,8,81,2,1,1,0,726.975
835,8,0,39,4,6965,122,279,34,3,2,1,0,292.65
836,4,0,41,1,3718,88,10,29,3,1,1,0,114.54
837,5,0,40,0,1665,50,46,21,4,1,2,0,31.875
838,8,0,41,1,2780,59,183,24,2,1,1,0,207.45
839,6,1,32,2,1315,42,201,12,3,2,1,1,99.75
840,6,0,31,1,1568,45,38,69,5,1,1,0,9.74
841,13,0,32,0,700,31,18,8,3,1,2,0,26.4
842,2,0,31,0,825,16,29,4,4,1,2,0,16.725
843,12,0,30,1,1225,38,27,14,2,1,1,0,67.275
844,4,0,30,1,3225,67,16,24,3,1,1,0,101.55
845,4,0,23,1,1695,32,36,15,3,1,1,0,61.65
846,18,0,22,2,6392,147,93,43,2,2,1,0,329.49
847,14,0,20,1,8932,177,81,41,5,1,1,0,48.71
848,10,0,21,4,2852,51,39,20,3,1,1,0,97.26
849,4,0,14,2,4390,46,223,11,3,1,1,0,198.6
850,5,1,14,2,1487,25,8,8,3,1,1,1,47.01
851,14,0,39,1,5080,82,30,17,3,1,1,0,161.4
852,6,0,40,0,1028,16,15,4,3,1,2,0,35.34
853,16,0,38,1,3163,71,367,24,3,1,1,0,204.99
854,16,0,39,1,4908,77,9,35,1,1,1,0,299.88
855,9,0,39,1,3103,69,10,33,2,1,1,0,144.135
856,17,0,39,2,4485,93,40,28,3,1,1,0,146.55
857,10,0,39,1,3070,50,293,18,3,1,1,0,180
858,19,0,38,3,9825,132,152,43,3,1,1,0,340.35
859,13,0,39,1,14483,180,8,44,3,1,1,0,436.89
860,13,0,39,2,5225,94,10,25,3,1,1,0,159.75
861,12,0,39,1,6628,106,15,12,3,1,1,0,203.34
862,15,0,39,0,2948,65,16,17,3,1,2,0,93.24
863,31,1,39,4,15850,236,62,32,3,1,1,0,494.1
864,10,0,39,2,3805,38,491,8,3,1,1,0,261.45
865,15,0,38,1,16195,193,158,30,2,1,1,0,799.875
866,9,0,38,2,7210,97,194,26,3,1,1,0,274.5
867,6,0,38,0,1585,25,8,11,2,1,2,0,74.925
868,8,0,39,0,1420,25,21,8,3,1,2,0,48.9
869,6,0,38,0,710,11,8,2,2,1,2,1,35.55
870,9,0,38,1,8218,138,392,43,3,1,1,0,364.14
871,13,0,38,2,12175,165,19,47,4,1,1,0,185.475
872,14,0,38,2,7428,86,116,37,2,1,1,0,386.46
873,29,1,34,0,1665,58,24,17,3,1,2,1,57.15
874,27,0,37,9,11145,104,9,42,5,2,1,0,56.175
875,19,0,37,2,6528,109,34,24,2,1,1,0,309.06
876,7,0,35,1,3550,33,8,14,3,1,1,0,108.9
877,15,1,36,0,3700,52,17,16,3,1,2,1,116.1
878,15,1,37,0,2978,55,42,31,3,1,2,1,101.94
879,6,0,37,0,843,13,8,2,3,1,2,1,27.69
880,7,0,37,1,2378,36,8,6,4,1,1,0,36.87
881,9,0,34,2,7495,108,22,22,5,1,1,0,38.575
882,6,1,37,0,1338,18,17,4,4,1,2,1,22.62
883,6,0,37,2,1048,15,12,2,5,1,1,0,5.84
884,31,1,32,4,16785,249,8,80,2,1,1,0,758.925
885,12,1,35,4,7675,127,279,33,3,2,1,0,313.95
886,8,0,37,1,4428,93,10,28,3,1,1,0,135.84
887,9,0,36,0,2375,55,46,20,3,1,2,0,85.05
888,12,0,37,1,3490,64,183,23,2,1,1,0,239.4
889,10,0,28,2,2025,47,201,11,3,2,1,0,121.05
890,10,0,27,1,2278,50,38,68,4,1,1,0,39.87
891,17,0,28,0,1410,36,18,7,3,1,2,0,47.7
892,6,0,27,0,1535,21,29,3,4,1,2,0,27.375
893,16,0,26,1,1935,43,27,13,2,1,1,0,99.225
894,8,0,26,1,3935,72,16,23,3,1,1,0,122.85
895,8,0,19,1,2405,37,36,14,2,1,1,0,124.425
896,22,0,18,2,7102,152,93,42,2,2,1,0,361.44
897,18,0,16,1,9642,182,81,40,5,1,1,0,52.26
898,14,0,17,4,3562,56,39,19,3,2,1,0,118.56
899,8,0,10,2,5100,51,223,10,3,1,1,0,219.9
900,9,0,10,2,2197,30,8,7,3,1,1,1,68.31
901,2,0,37,0,3660,60,0,17,2,1,1,0,164.7
